ID,Length,NGN
"NW_020168200.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_838, whole genome shotgun sequence",16284,1827
"NW_020168201.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_839, whole genome shotgun sequence",16259,1308
"NW_020168202.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_843, whole genome shotgun sequence",16176,1575
"NW_020168203.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_845, whole genome shotgun sequence",16159,1403
"NW_020168204.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_855, whole genome shotgun sequence",16124,854
"NW_020168205.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_858, whole genome shotgun sequence",42116,510
"NW_020168206.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_861, whole genome shotgun sequence",16861,1946
"NW_020168207.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_862, whole genome shotgun sequence",15944,1583
"NW_020168208.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_863, whole genome shotgun sequence",15930,2142
"NW_020168209.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_865, whole genome shotgun sequence",16052,1939
"NW_020168210.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_866, whole genome shotgun sequence",15856,1981
"NW_020168211.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_867, whole genome shotgun sequence",15841,2510
"NW_020168212.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_871, whole genome shotgun sequence",15881,2082
"NW_020168213.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_873, whole genome shotgun sequence",15745,1863
"NW_020168214.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_876, whole genome shotgun sequence",16071,641
"NW_020168215.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_877, whole genome shotgun sequence",15675,1823
"NW_020168216.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_880, whole genome shotgun sequence",16400,463
"NW_020168217.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_883, whole genome shotgun sequence",16768,1733
"NW_020168218.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_888, whole genome shotgun sequence",17046,1650
"NW_020168219.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_894, whole genome shotgun sequence",15549,2012
"NW_020168220.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_898, whole genome shotgun sequence",15842,2047
"NW_020168221.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_899, whole genome shotgun sequence",15162,1763
"NW_020168222.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_900, whole genome shotgun sequence",15089,1096
"NW_020168223.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_903, whole genome shotgun sequence",45683,31
"NW_020168224.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_905, whole genome shotgun sequence",15033,1370
"NW_020168225.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_908, whole genome shotgun sequence",15005,2299
"NW_020168226.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_911, whole genome shotgun sequence",15153,1232
"NW_020168227.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_912, whole genome shotgun sequence",15754,915
"NW_020168228.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_913, whole genome shotgun sequence",14933,1417
"NW_020168229.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_916, whole genome shotgun sequence",15225,1341
"NW_020168230.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_918, whole genome shotgun sequence",14849,1615
"NW_020168231.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_922, whole genome shotgun sequence",16164,1649
"NW_020168232.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_923, whole genome shotgun sequence",14800,2375
"NW_020168233.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_925, whole genome shotgun sequence",15421,1564
"NW_020168234.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_927, whole genome shotgun sequence",14757,1976
"NW_020168235.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_929, whole genome shotgun sequence",15698,863
"NW_020168236.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_933, whole genome shotgun sequence",42197,76
"NW_020168237.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_938, whole genome shotgun sequence",16011,1059
"NW_020168238.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_940, whole genome shotgun sequence",15926,1155
"NW_020168239.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_943, whole genome shotgun sequence",14582,1871
"NW_020168240.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_946, whole genome shotgun sequence",14435,1501
"NW_020168241.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_947, whole genome shotgun sequence",16269,1159
"NW_020168242.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_948, whole genome shotgun sequence",14506,1115
"NW_020168243.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_949, whole genome shotgun sequence",15598,1585
"NW_020168244.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_954, whole genome shotgun sequence",14280,1762
"NW_020168245.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_960, whole genome shotgun sequence",14331,2467
"NW_020168246.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_965, whole genome shotgun sequence",14384,1110
"NW_020168247.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_966, whole genome shotgun sequence",14183,854
"NW_020168248.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_970, whole genome shotgun sequence",14433,1575
"NW_020168249.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_975, whole genome shotgun sequence",14316,1864
"NW_020168250.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_978, whole genome shotgun sequence",14260,1886
"NW_020168251.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_982, whole genome shotgun sequence",14172,1028
"NW_020168252.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_987, whole genome shotgun sequence",15565,265
"NW_020168253.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_988, whole genome shotgun sequence",13984,1970
"NW_020168254.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_990, whole genome shotgun sequence",14384,936
"NW_020168255.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_991, whole genome shotgun sequence",14061,2477
"NW_020168256.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_995, whole genome shotgun sequence",13868,1082
"NW_020168257.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_996, whole genome shotgun sequence",14378,699
"NW_020168258.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1001, whole genome shotgun sequence",14045,1395
"NW_020168259.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1005, whole genome shotgun sequence",15016,142
"NW_020168260.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1012, whole genome shotgun sequence",13660,2199
"NW_020168261.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1014, whole genome shotgun sequence",13931,1313
"NW_020168262.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1018, whole genome shotgun sequence",14622,1625
"NW_020168263.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1021, whole genome shotgun sequence",13836,1561
"NW_020168264.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1033, whole genome shotgun sequence",13511,1880
"NW_020168265.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1036, whole genome shotgun sequence",13370,1525
"NW_020168266.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1038, whole genome shotgun sequence",13340,1631
"NW_020168267.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1040, whole genome shotgun sequence",13319,1192
"NW_020168268.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1043, whole genome shotgun sequence",13439,1588
"NW_020168269.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1047, whole genome shotgun sequence",13201,1763
"NW_020168270.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1057, whole genome shotgun sequence",13075,1601
"NW_020168271.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1058, whole genome shotgun sequence",14283,954
"NW_020168272.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1062, whole genome shotgun sequence",13047,345
"NW_020168273.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1070, whole genome shotgun sequence",13437,686
"NW_020168274.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1076, whole genome shotgun sequence",12983,1327
"NW_020168275.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1084, whole genome shotgun sequence",13173,1243
"NW_020168276.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1089, whole genome shotgun sequence",12682,1693
"NW_020168277.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1090, whole genome shotgun sequence",16452,779
"NW_020168278.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1096, whole genome shotgun sequence",12478,1494
"NW_020168279.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1102, whole genome shotgun sequence",12493,1671
"NW_020168280.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1103, whole genome shotgun sequence",12560,169
"NW_020168281.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1106, whole genome shotgun sequence",12825,1220
"NW_020168282.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1114, whole genome shotgun sequence",12399,1710
"NW_020168283.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1117, whole genome shotgun sequence",83378,87
"NW_020168284.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1123, whole genome shotgun sequence",12196,934
"NW_020168285.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1129, whole genome shotgun sequence",12343,740
"NW_020168286.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1132, whole genome shotgun sequence",12046,1307
"NW_020168287.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1133, whole genome shotgun sequence",12034,1275
"NW_020168288.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1134, whole genome shotgun sequence",12138,1575
"NW_020168289.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1136, whole genome shotgun sequence",15398,99
"NW_020168290.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1140, whole genome shotgun sequence",41427,87
"NW_020168291.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1144, whole genome shotgun sequence",11925,1578
"NW_020168292.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1145, whole genome shotgun sequence",11924,707
"NW_020168293.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1150, whole genome shotgun sequence",12437,1240
"NW_020168294.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1153, whole genome shotgun sequence",13338,1721
"NW_020168295.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1158, whole genome shotgun sequence",11798,1367
"NW_020168296.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1162, whole genome shotgun sequence",11758,1831
"NW_020168297.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1163, whole genome shotgun sequence",11966,1414
"NW_020168298.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1170, whole genome shotgun sequence",11622,1093
"NW_020168299.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1171, whole genome shotgun sequence",12411,1532
"NW_020168300.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1173, whole genome shotgun sequence",11575,493
"NW_020168301.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1179, whole genome shotgun sequence",11509,1463
"NW_020168302.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1180, whole genome shotgun sequence",11504,989
"NW_020168303.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1181, whole genome shotgun sequence",11499,1389
"NW_020168304.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1183, whole genome shotgun sequence",11587,386
"NW_020168305.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1184, whole genome shotgun sequence",11937,664
"NW_020168306.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1193, whole genome shotgun sequence",14586,473
"NW_020168307.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1195, whole genome shotgun sequence",44540,141
"NW_020168308.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1196, whole genome shotgun sequence",11859,1153
"NW_020168309.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1197, whole genome shotgun sequence",11367,1346
"NW_020168310.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1198, whole genome shotgun sequence",11515,1312
"NW_020168311.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1199, whole genome shotgun sequence",11601,670
"NW_020168312.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1200, whole genome shotgun sequence",11244,1116
"NW_020168313.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1203, whole genome shotgun sequence",11635,865
"NW_020168314.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1204, whole genome shotgun sequence",11706,682
"NW_020168315.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1205, whole genome shotgun sequence",11219,1116
"NW_020168316.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1208, whole genome shotgun sequence",11208,1239
"NW_020168317.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1211, whole genome shotgun sequence",11527,989
"NW_020168318.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1213, whole genome shotgun sequence",11155,1414
"NW_020168319.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1214, whole genome shotgun sequence",12423,1718
"NW_020168320.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1228, whole genome shotgun sequence",10985,1356
"NW_020168321.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1233, whole genome shotgun sequence",10897,1002
"NW_020168322.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1236, whole genome shotgun sequence",10821,1574
"NW_020168323.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1238, whole genome shotgun sequence",10787,930
"NW_020168324.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1241, whole genome shotgun sequence",10698,1259
"NW_020168325.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1243, whole genome shotgun sequence",10791,1262
"NW_020168326.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1244, whole genome shotgun sequence",10778,344
"NW_020168327.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1247, whole genome shotgun sequence",10659,969
"NW_020168328.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1250, whole genome shotgun sequence",10649,1349
"NW_020168329.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1264, whole genome shotgun sequence",10456,1503
"NW_020168330.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1265, whole genome shotgun sequence",10626,866
"NW_020168331.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1269, whole genome shotgun sequence",12040,91
"NW_020168332.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1271, whole genome shotgun sequence",12933,238
"NW_020168333.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1272, whole genome shotgun sequence",10374,1149
"NW_020168334.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1275, whole genome shotgun sequence",10367,1088
"NW_020168335.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1280, whole genome shotgun sequence",10401,361
"NW_020168336.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1282, whole genome shotgun sequence",10912,1091
"NW_020168337.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1284, whole genome shotgun sequence",10394,1141
"NW_020168338.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1286, whole genome shotgun sequence",10282,1555
"NW_020168339.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1291, whole genome shotgun sequence",10250,1144
"NW_020168340.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1292, whole genome shotgun sequence",10236,404
"NW_020168341.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1295, whole genome shotgun sequence",10216,1049
"NW_020168342.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1296, whole genome shotgun sequence",10201,1368
"NW_020168343.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1299, whole genome shotgun sequence",10183,821
"NW_020168344.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1301, whole genome shotgun sequence",10169,826
"NW_020168345.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1304, whole genome shotgun sequence",10603,1014
"NW_020168346.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1309, whole genome shotgun sequence",10218,1006
"NW_020168347.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1311, whole genome shotgun sequence",10104,1006
"NW_020168348.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1312, whole genome shotgun sequence",10094,834
"NW_020168349.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1315, whole genome shotgun sequence",41809,435
"NW_020168350.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1316, whole genome shotgun sequence",10200,1105
"NW_020168351.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1324, whole genome shotgun sequence",11324,284
"NW_020168352.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1325, whole genome shotgun sequence",10369,1101
"NW_020168353.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1326, whole genome shotgun sequence",10139,1090
"NW_020168354.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1331, whole genome shotgun sequence",11101,388
"NW_020168355.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1334, whole genome shotgun sequence",9899,1058
"NW_020168356.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1337, whole genome shotgun sequence",10135,1219
"NW_020168357.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1340, whole genome shotgun sequence",9946,977
"NW_020168358.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1341, whole genome shotgun sequence",10090,1307
"NW_020168359.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1344, whole genome shotgun sequence",10936,227
"NW_020168360.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1352, whole genome shotgun sequence",10075,1010
"NW_020168361.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1353, whole genome shotgun sequence",9878,1332
"NW_020168362.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1363, whole genome shotgun sequence",10321,1091
"NW_020168363.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1366, whole genome shotgun sequence",9706,1156
"NW_020168364.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1370, whole genome shotgun sequence",10409,150
"NW_020168365.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1372, whole genome shotgun sequence",10189,794
"NW_020168366.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1377, whole genome shotgun sequence",9694,1237
"NW_020168367.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1378, whole genome shotgun sequence",9943,1015
"NW_020168368.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1382, whole genome shotgun sequence",9642,1077
"NW_020168369.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1383, whole genome shotgun sequence",9878,822
"NW_020168370.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1390, whole genome shotgun sequence",10143,497
"NW_020168371.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1391, whole genome shotgun sequence",9475,564
"NW_020168372.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1396, whole genome shotgun sequence",12766,86
"NW_020168373.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1397, whole genome shotgun sequence",10331,189
"NW_020168374.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1398, whole genome shotgun sequence",9400,983
"NW_020168375.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1399, whole genome shotgun sequence",9590,1438
"NW_020168376.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1402, whole genome shotgun sequence",9486,1338
"NW_020168377.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1403, whole genome shotgun sequence",9583,420
"NW_020168378.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1405, whole genome shotgun sequence",9352,1039
"NW_020168379.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1412, whole genome shotgun sequence",9488,948
